2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_2 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 8 
2016-11-16 20:12:18,546 [   6663]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing]: RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Decoration [ms]: 8 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 8 
2016-11-16 20:12:18,546 [   6663]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing]: RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Decoration [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing2]: RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Decoration [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,547 [   6664]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 8 
2016-11-16 20:12:18,547 [   6664]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing2]: RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
